1.916156507681030741e+00,4.735896905585431083e-01
1.901590070556563594e+00,4.647021634773673138e-01
2.022090348566605744e+00,4.571333268778008385e-01
1.837878575541490145e+00,4.831948527813854088e-01
2.124910675554118278e+00,4.405514217786606346e-01
1.741932699914199301e+00,4.917827851990793642e-01
1.929942236132885958e+00,4.671353586243537914e-01
1.878658376264339847e+00,4.750021117276663207e-01
1.739419324003315781e+00,4.947071015832505414e-01
1.735461755253112637e+00,4.941664057146504807e-01
2.304962467449636065e+00,4.261620059673137950e-01
1.864930727544019007e+00,4.704794888589589608e-01
1.775768456178520305e+00,4.855784586299814465e-01
1.799191707685900532e+00,4.769477032029336150e-01
1.892626590896445249e+00,4.598855581036438434e-01
1.744919858861778694e+00,4.841269081237243310e-01
1.733107896086135913e+00,4.857143863075987222e-01
1.722360812016726639e+00,4.891349232637197120e-01
1.784259781145265622e+00,4.796175207611025892e-01
1.781451790528594259e+00,4.761958954997562166e-01
1.854604829549159284e+00,4.620482816416889849e-01
1.685524846055483250e+00,4.937834659415334948e-01
1.707290883973709095e+00,4.914218795375648874e-01
1.682989449837542173e+00,4.933815402787588011e-01
1.753859472335791869e+00,4.787733388889174879e-01
1.690484100501268072e+00,4.857852790018777345e-01
2.064805307987186200e+00,4.308414189403693695e-01
1.875438297839784108e+00,4.646198778300594245e-01
1.928390071795379912e+00,4.581933800907300736e-01
1.965540330844600669e+00,4.491411089801267686e-01
1.702169779744643785e+00,4.871337787621627391e-01
1.928859489869982013e+00,4.485367606161170806e-01
1.714553306892369289e+00,4.808873374334036721e-01
2.212865619487323965e+00,4.298010018803813947e-01
2.208583157365426874e+00,4.137339595449912588e-01
1.860607957890979325e+00,4.620271336956010000e-01
1.698982536293127676e+00,4.653340433239866458e-01
1.984539115385570707e+00,4.499335871012609678e-01
1.997346833960946366e+00,4.505164431398693270e-01
2.813123977045128399e+00,3.589967940104141220e-01
1.896181471840272081e+00,4.589251040345775356e-01
2.812313508867833267e+00,3.590616331987914189e-01
1.956473633138435142e+00,4.503659322525913056e-01
2.074131128238946076e+00,4.237652777660761427e-01
1.700657364644717395e+00,4.840368754394075990e-01
1.873782179347253107e+00,4.566660477811163021e-01
1.776904387558399190e+00,4.657450255813498363e-01
1.656307992182229238e+00,4.917073406561604521e-01
1.699607925891236215e+00,4.833857051471958655e-01
2.810069541112353964e+00,3.592323211883913237e-01
2.809894224529150719e+00,3.592440128639894370e-01
2.871141720936954744e+00,3.485764363211867889e-01
2.870933287683667068e+00,3.485869701174929003e-01
2.809500836340756535e+00,3.592665457688304365e-01
2.870605251916558576e+00,3.485983237458650796e-01
2.809346973705450168e+00,3.592711685406138611e-01
2.809302111741899921e+00,3.592703628167706609e-01
2.809278506537998155e+00,3.592674741215858281e-01
2.870298618901197418e+00,3.485816045817300979e-01
2.870293953856985159e+00,3.485690757598470801e-01
2.870317954537024097e+00,3.485531540413998042e-01
2.809396141066520247e+00,3.592349074008851506e-01
2.870451982349171427e+00,3.485110088846748444e-01
2.870562116317364243e+00,3.484847181290446905e-01
2.112436525197816994e+00,4.298403444962421993e-01
2.117402537660054929e+00,4.298339147485958911e-01
1.701088965354706772e+00,4.887188883229471870e-01
2.127500527431207100e+00,4.297718088463906572e-01
1.868280698675911289e+00,4.485192168130677781e-01
2.810668455131273280e+00,3.590649407032022733e-01
1.775507477277265211e+00,4.705894313109137417e-01
1.900866873216416897e+00,4.503365147905306065e-01
1.762484597937374664e+00,4.679840843132199724e-01
1.798899373642495636e+00,4.665036207982115046e-01
2.812211245984099328e+00,3.588817233377413762e-01
1.890456522128554306e+00,4.506299986958653969e-01
1.774476000811983534e+00,4.671517210174654933e-01
1.718386597328508625e+00,4.770267739705859600e-01
1.811311331509605882e+00,4.555110802904157596e-01
1.784378746520761005e+00,4.659937863743668918e-01
1.757847621712622654e+00,4.696635273941776600e-01
1.977630460832221493e+00,4.278659609755193216e-01
1.858734634139285857e+00,4.534651936574335407e-01
2.000047942909717325e+00,4.288832625364583651e-01
1.826955864883409220e+00,4.511019685035502214e-01
1.957083660775510658e+00,4.442889971975318431e-01
1.875495509826720086e+00,4.529185095380844905e-01
1.785766881672019135e+00,4.647329322736509782e-01
1.760639483033390684e+00,4.623141857679916034e-01
1.754474103942049945e+00,4.659079830596076222e-01
1.954906740503349560e+00,4.375306431094579951e-01
1.792709869345066265e+00,4.627919027646582584e-01
2.101436376437397779e+00,4.292410829103778247e-01
2.091282151873086637e+00,4.280798355531591493e-01
2.082559243876177746e+00,4.269616024567380319e-01
1.707534428569983387e+00,4.727849686067949198e-01
1.791824787804663366e+00,4.593450253383974391e-01
1.743869489640188730e+00,4.679688112750599038e-01
1.769848193424431448e+00,4.594689985528822573e-01
1.772268538761696099e+00,4.596321450442877321e-01
1.695589204175876885e+00,4.710069597596435176e-01
1.753263996192607310e+00,4.641040942834728233e-01
1.758536244432066020e+00,4.585877562230153970e-01
1.853450464781829510e+00,4.491090384497616883e-01
1.849787694096905133e+00,4.482355470625141725e-01
1.948726934497007734e+00,4.298544419673855921e-01
1.823658651109441919e+00,4.500185980148815879e-01
1.738333215980559787e+00,4.613944246654997916e-01
1.870667779652628759e+00,4.386770181668281365e-01
1.801348327345200007e+00,4.497865628935464044e-01
1.865532077243023723e+00,4.437968174758033513e-01
1.968547476360870352e+00,4.239069660980552823e-01
2.252578371480091324e+00,3.898812384304465306e-01
1.824061664437665264e+00,4.430001138253339410e-01
1.782951789745380156e+00,4.500483401618635693e-01
1.839218818280133894e+00,4.394573545220469279e-01
1.785219591360875491e+00,4.437687624567024369e-01
1.787667432432157089e+00,4.447851699465559250e-01
1.864324376889663792e+00,4.373725749733647916e-01
1.943457129856754895e+00,4.191622754907818882e-01
1.840961425083422531e+00,4.432848969616348667e-01
1.846720416445997159e+00,4.324505119900413641e-01
1.951612616183197479e+00,4.177655715002489556e-01
1.770664151430508149e+00,4.395911680293607127e-01
1.865492700086889055e+00,4.297215681016189337e-01
2.024085058868499321e+00,4.118038726857486398e-01
1.801649678095665674e+00,4.322530722121330493e-01
